id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
294,woi baca nih komplen orang jangan korupsi saja bisanya nanti orang orang ganti provider lain panik,woi baca nih komplen orang jangan korupsi saja bisanya nanti orang orang ganti provider lain panik,Layanan Pelanggan,Negatif,Telkomsel,2025-04-19 11:07
295,signal saya kemana beli paket 1 3 juta signal hilang2an sampah sekali bikin pekerjaan saya keteter,signal saya kemana beli paket 1 3 juta signal hilang2an sampah sekali bikin pekerjaan saya keteter,Stabilitas Jaringan,Negatif,Telkomsel,2025-05-31 21:11
296,alhamdulilah eh tapi bagikan kuota tapi sinyalnya jelek buat apa bre,alhamdulilah eh bagikan kuota,Harga,Positif,Telkomsel,2025-08-31 12:13
297,alhamdulilah eh tapi bagikan kuota tapi sinyalnya jelek buat apa bre,tapi sinyalnya jelek buat apa bre,Stabilitas Jaringan,Negatif,Telkomsel,2025-09-26 13:08
298,min beli kuota minimal 25 ke dapat 2 gb saya beli kuota senilai 70 ke tapi tidak dapat yang 2 gb ya min,min beli kuota minimal 25 ke dapat 2 gb saya beli kuota senilai 70 ke,Harga,Negatif,Telkomsel,2025-01-02 20:05
299,min beli kuota minimal 25 ke dapat 2 gb saya beli kuota senilai 70 ke tapi tidak dapat yang 2 gb ya min,tapi tidak dapat yang 2 gb ya min,Harga,Negatif,Telkomsel,2025-11-22 20:12
300,tapi kuato ya tetap mahal juga nih mana di potong lagi 2 hari ya,kuato ya tetap mahal juga nih mana di potong lagi 2 hari ya,Harga,Negatif,Telkomsel,2025-01-27 11:53
301,mending beralih tidak usah pakai lagi telkomsel guys,mending beralih tidak usah pakai lagi telkomsel guys,Layanan Pelanggan,Negatif,Telkomsel,2025-06-20 15:20
302,mau beli paket saja dipersulit tidak tersedia,mau beli paket saja dipersulit tidak tersedia,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-09-30 09:05
303,heleh komunis hp tidak diapa2in pulsa kesedot terus,heleh komunis hp tidak diapa2in pulsa kesedot terus,Keamanan Layanan,Negatif,Telkomsel,2025-03-13 19:35
304,setidaknya kuota saya yang sering hilang bisa di salurkan dengan yang lebih membutuhkan,setidaknya kuota saya yang sering hilang bisa di salurkan dengan yang lebih membutuhkan,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-11 15:33
305,harga paket data naik sore masih 30k malamnya sudah 32k tidak tau paket yang lain apa sama,harga paket data naik sore masih 30k malamnya sudah 32k tidak tau paket yang lain apa sama,Harga,Negatif,Telkomsel,2025-11-15 07:50
306,telkom kira semua bulan februari semua paket ya hampir semua 28hari,telkom kira semua bulan februari semua paket ya hampir semua 28hari,Harga,Negatif,Telkomsel,2025-12-23 23:50
307,paket makin di beli makin mahal entah apa lah konsep jualan ya ini telkomsel,paket makin di beli makin mahal entah apa lah konsep jualan ya ini telkomsel,Harga,Negatif,Telkomsel,2025-02-14 10:26
308,tingkatin kualitas ya dong masa di daerah kota saja sering rto,tingkatin kualitas ya dong masa di daerah kota saja sering rto,Stabilitas Jaringan,Negatif,Telkomsel,2025-01-05 11:36
309,tempat saya dijatinangor kab sumedang sudah beberapa hari telkomsel sinyalnya kacau banget tidak kunjung diperbaiki saking kesalnya orang disini pada pindah kelain hati,tempat saya dijatinangor kab sumedang sudah beberapa hari telkomsel sinyalnya kacau banget tidak kunjung diperbaiki saking kesalnya orang disini pada pindah kelain hati,Penanganan Gangguan,Negatif,Telkomsel,2025-12-19 10:59
310,min tolong cek dm jangan pakai bot lah dari tadi select telkomsel halo tapi kalian ulang ulang saja terus tidak selesai selesai masalah saya ini,kalian ulang ulang saja terus tidak selesai selesai masalah saya ini,Layanan Pelanggan,Negatif,Telkomsel,2025-09-04 10:50
311,halah sinyal lemot paket internet mahal mahal bagus apa ini sudah mahal malah sinyalnya bobrok mending betulin duku itu sinyal biar enggak rugi mahal jual paket internet,halah sinyal lemot paket internet mahal mahal bagus apa ini sudah mahal malah sinyalnya bobrok mending betulin duku itu sinyal biar enggak rugi mahal jual paket internet,Kecepatan Internet,Negatif,Telkomsel,2025-01-10 18:56
312,di kalbar lelet habis apa tidak ada biaya perawatan ya,di kalbar lelet habis apa tidak ada biaya perawatan ya,Stabilitas Jaringan,Negatif,Telkomsel,2025-07-14 15:24
313,keren tapi bisa benerin dulu tidak sih itu sinyalnya gue mau main game tidak tenang banget sumpah padahal area jakarta,bisa benerin dulu tidak sih itu sinyalnya gue mau main game tidak tenang banget sumpah,Kecepatan Internet,Negatif,Telkomsel,2025-08-21 22:36
314,min setiap hari telpon spam masuk mulu bisa tidak di amanin dong,min setiap hari telpon spam masuk mulu bisa tidak di amanin dong,Keamanan Layanan,Negatif,Telkomsel,2025-07-20 22:02
315,min ini beli paketan lebih mahal tapi kualitas jaringan ngeleg terus,min ini beli paketan lebih mahal,Harga,Negatif,Telkomsel,2025-03-06 15:25
316,min ini beli paketan lebih mahal tapi kualitas jaringan ngeleg terus,tapi kualitas jaringan ngeleg terus,Kecepatan Internet,Negatif,Telkomsel,2025-08-05 19:02
317,sisa kuota hilang entah kemana,sisa kuota hilang entah kemana,Layanan Pelanggan,Negatif,Telkomsel,2025-11-13 17:44
318,pangkalan brandan sinyal telkomsel masih darurat 3 des pagi,pangkalan brandan sinyal telkomsel masih darurat 3 des pagi,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-08 08:47
319,dapat berapa dari hasil jual2 data ada saja yang telepon dari nomor tidak dikenal tiap hari ganggu banget spam cuk 1 hp lagi pakai provider lain aman2 saja tidak ada gangguan dari nomor tidak dikenal cuman telkomsel saja yang bisa begitu,dapat berapa dari hasil jual2 data ada saja yang telepon dari nomor tidak dikenal tiap hari ganggu banget spam cuk 1 hp lagi pakai provider lain aman2 saja tidak ada gangguan dari nomor tidak dikenal cuman telkomsel saja yang bisa begitu,Keamanan Layanan,Negatif,Telkomsel,2025-12-16 15:57
320,kenapa suka memotong pulsa sendiri layanan customer service ya juga jelek sekali ditanya tidak tau dan tidak ada solusi kira kira menghubunginnya harus kemana,kenapa suka memotong pulsa sendiri layanan customer service ya juga jelek sekali ditanya tidak tau,Layanan Pelanggan,Negatif,Telkomsel,2025-01-12 07:21
321,kenapa suka memotong pulsa sendiri layanan customer service ya juga jelek sekali ditanya tidak tau dan tidak ada solusi kira kira menghubunginnya harus kemana,dan tidak ada solusi kira kira menghubunginnya harus kemana,Layanan Pelanggan,Negatif,Telkomsel,2025-09-27 16:19
322,percuma quota gede kalau masih hangus,percuma quota gede kalau masih hangus,Harga,Negatif,Telkomsel,2025-07-09 22:54
323,ini telkomsel hari ini kenapa sudah kagak bisa menerima sms jadi tidak bisa verifikasi mytelkomsel anjing,ini telkomsel hari ini kenapa sudah kagak bisa menerima sms,Stabilitas Jaringan,Negatif,Telkomsel,2025-11-23 10:55
324,ini telkomsel hari ini kenapa sudah kagak bisa menerima sms jadi tidak bisa verifikasi mytelkomsel anjing,jadi tidak bisa verifikasi mytelkomsel anjing,Layanan Pelanggan,Negatif,Telkomsel,2025-10-08 11:19
325,mahal doang jaringan sulit kadang sering masuk spam telp dari nnr tidak jelas bisa2nya kecewa dan menyesal banget,mahal doang jaringan sulit kadang sering masuk spam telp dari nnr tidak jelas bisa2nya kecewa dan menyesal banget,Harga,Negatif,Telkomsel,2025-05-24 21:49
326,min mau tanya aktifkan kembali kartu yang sudah terblokir ada biaya aktivasinya ya kok saya barusan aktifin kartu ada biaya aktivasinya 30k,min mau tanya aktifkan kembali kartu yang sudah terblokir ada biaya aktivasinya ya kok saya barusan aktifin kartu ada biaya aktivasinya 30k,Harga,Negatif,Telkomsel,2025-12-27 17:17
327,heran dengan nomor as tidak di isi kuota dan pulsa bentar saja dikit dikit blokir dikit dikit blokir tambuk benar telkomsel nih,heran dengan nomor as tidak di isi kuota dan pulsa bentar saja dikit dikit blokir dikit dikit blokir tambuk benar telkomsel nih,Layanan Pelanggan,Negatif,Telkomsel,2025-08-24 20:38
328,makin hari makin mencekik harga paket data ya mana cuma 28 hari jaringan ya juga ambruladul bagaimana sih ini telkomsel,makin hari makin mencekik harga paket data ya mana cuma 28 hari jaringan ya juga ambruladul bagaimana sih ini telkomsel,Harga,Negatif,Telkomsel,2025-09-21 09:12
329,sudah 1 bulan tower ya rusak signalnya hilang di komplen tapi tidak ada perbaikan sama sekali terkesan ada pembiaran,sudah 1 bulan tower ya rusak signalnya hilang di komplen,Stabilitas Jaringan,Negatif,Telkomsel,2025-05-15 13:58
330,sudah 1 bulan tower ya rusak signalnya hilang di komplen tapi tidak ada perbaikan sama sekali terkesan ada pembiaran,tapi tidak ada perbaikan sama sekali terkesan ada pembiaran,Penanganan Gangguan,Negatif,Telkomsel,2025-07-27 20:47
331,paket mahal tapi tower bts ya tidak di perhatikan,paket mahal,Harga,Negatif,Telkomsel,2025-01-16 23:55
332,paket mahal tapi tower bts ya tidak di perhatikan,tapi tower bts ya tidak di perhatikan,Stabilitas Jaringan,Negatif,Telkomsel,2025-06-12 08:32
333,telkomsel paket data pulsanya kenapa mesti 2 kali isi pilihan isiannya harus sesuai dong sama harganya biar tidak cape2 isi 2x mau ambil untung banget tapi menyusahkan orang naikin saja biayanya teh ide siapa deh itu tolong yang maju dong pemikirannya,telkomsel paket data pulsanya kenapa mesti 2 kali isi pilihan isiannya harus sesuai dong sama harganya biar tidak cape2 isi 2x mau ambil untung banget,Harga,Negatif,Telkomsel,2025-03-26 12:04
334,telkomsel paket data pulsanya kenapa mesti 2 kali isi pilihan isiannya harus sesuai dong sama harganya biar tidak cape2 isi 2x mau ambil untung banget tapi menyusahkan orang naikin saja biayanya teh ide siapa deh itu tolong yang maju dong pemikirannya,tapi menyusahkan orang naikin saja biayanya teh ide siapa deh itu tolong yang maju dong pemikirannya,Harga,Negatif,Telkomsel,2025-09-10 23:25
335,yang recruitment staff sekretariat etc bagaimana kabarnya tidak ada kabar pengumuman di take down,yang recruitment staff sekretariat etc bagaimana kabarnya tidak ada kabar pengumuman di take down,Layanan Pelanggan,Negatif,Telkomsel,2025-12-05 23:56
336,eh ini data service dimatiin pakai wifi masa kepotonh tarif internet normal tidak jelas,eh ini data service dimatiin pakai wifi masa kepotonh tarif internet normal tidak jelas,Harga,Negatif,Telkomsel,2025-02-19 07:11
337,hampir 1 bulan jaringan parah menyesal pakai telkomsel,hampir 1 bulan jaringan parah menyesal pakai telkomsel,Stabilitas Jaringan,Negatif,Telkomsel,2025-12-07 13:53
338,maaf ijin bertanya min hari ini tanggal 3 desember saya beli paket kenapa di hitung pemesanan paket di tanggal 2 desember ya,maaf ijin bertanya min hari ini tanggal 3 desember saya beli paket kenapa di hitung pemesanan paket di tanggal 2 desember ya,Harga,Netral,Telkomsel,2025-04-02 14:02
339,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel dan tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan namun pihak teknisi cuma menjawab sudah terlanjur di pasang dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan,Instalasi,Negatif,Telkomsel,2025-01-15 08:58
340,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel dan tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan namun pihak teknisi cuma menjawab sudah terlanjur di pasang dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,namun pihak teknisi cuma menjawab sudah terlanjur di pasang,Penanganan Gangguan,Negatif,Telkomsel,2025-12-12 13:17
341,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel dan tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan namun pihak teknisi cuma menjawab sudah terlanjur di pasang dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut,Penanganan Gangguan,Negatif,Telkomsel,2025-07-12 21:32
342,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel dan tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan namun pihak teknisi cuma menjawab sudah terlanjur di pasang dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut,Penanganan Gangguan,Negatif,Telkomsel,2025-03-13 10:43
343,halo adm saya mempunyai tiang besi pribadi yang beralamat di komplek sejahtera mandiri asri blok b 123 gambut kalsel dan tiang besi tersebut sudah beberapa tahun di pasang tali wifi serta stasiun wifi oleh pihak indiehome tanpa seizin saya dan suami sebelum ya saat selesai pemasangan saya sudah mencoba bicara kepada teknisi yang memasang tali di lapangan namun pihak teknisi cuma menjawab sudah terlanjur di pasang dan jeda beberapa tahun kemudian saya sudah melapor ke kepala bagian teknisi beliau datang dan mengontrol kondisi tiang tersebut namun juga tidak ada kepastian tentang pelaporan saya bulan lalu juga saya sudah mencoba datang ke grapari dan menelpon ke 188 untuk melaporkan tetantang keadaan tersebut namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,namun tidak ada respon dari pihak terkait sampai hari ini mohon petunjuk untuk penyelesaian ya,Penanganan Gangguan,Negatif,Telkomsel,2025-01-01 14:23
344,wilayah mojokerto wifinya tidak bisa dari jam 10 pagi sampai sekarang jam 12 malam tidak bisa semua yang pakai indihome di mjk tidak bisa,wilayah mojokerto wifinya tidak bisa dari jam 10 pagi sampai sekarang jam 12 malam tidak bisa semua yang pakai indihome di mjk tidak bisa,Stabilitas Jaringan,Negatif,Telkomsel,2025-05-16 21:11
345,kok pulsa saya disedot terus ya,kok pulsa saya disedot terus ya,Harga,Negatif,Telkomsel,2025-01-31 22:37
346,woy gua sudah beli paket mahal mahal ya kenapa jaringan bapuk,woy gua sudah beli paket mahal mahal ya kenapa jaringan bapuk,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-03-18 18:22
347,apasih ini provider kuota mahal jaringan hilang ilanga taee,apasih ini provider kuota mahal jaringan hilang ilanga taee,Kecepatan Internet,Negatif,Telkomsel,2025-04-06 15:47
348,provider kikir harga paket mahal jaringan jelek hilang timbul mulu,provider kikir harga paket mahal jaringan jelek hilang timbul mulu,Kecepatan Internet,Negatif,Telkomsel,2025-07-27 09:18
349,pantas jaringan makin bapuk di kasih ke geratis ke wilayah lain gue bagaimana ini sudah 2 minggu main ml lostrik mulu gara gara jaringanya jelek banget telkomsel mohon di dengar dong,pantas jaringan makin bapuk di kasih ke geratis ke wilayah lain gue bagaimana ini sudah 2 minggu main ml lostrik mulu gara gara jaringanya jelek banget telkomsel mohon di dengar dong,Kecepatan Internet,Negatif,Telkomsel,2025-03-01 19:03
350,thank you very much untuk kuota 3gbnya,thank you very much untuk kuota 3gbnya,Harga,Positif,Telkomsel,2025-06-06 13:54
351,tolong dong jangan dibalas pakai robot,tolong dong jangan dibalas pakai robot,Layanan Pelanggan,Negatif,Telkomsel,2025-09-08 14:43
352,beli kuota pulsa terpotong kuota masuk tapi sama sekali tidak bisa digunakan,beli kuota pulsa terpotong kuota masuk,Harga,Negatif,Telkomsel,2025-01-07 15:41
353,beli kuota pulsa terpotong kuota masuk tapi sama sekali tidak bisa digunakan,tapi sama sekali tidak bisa digunakan,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-07-14 23:01
354,baru baik sehari eh sampai sekarang tidak bisa lagi rugi rugi,baru baik sehari eh sampai sekarang tidak bisa lagi rugi rugi,Stabilitas Jaringan,Negatif,Telkomsel,2025-02-28 07:30
355,kenapa proses pemutusan internet indihome lama dan bertele2,kenapa proses pemutusan internet indihome lama,Penanganan Gangguan,Negatif,Telkomsel,2025-04-30 11:41
356,kenapa pulsaku selalu berkurang selalu dapat sms jika tlh tjd akses internet non paket walaupun tidak ada aktivitas internet,kenapa pulsaku selalu berkurang selalu dapat sms jika tlh tjd akses internet non paket walaupun,Harga,Negatif,Telkomsel,2025-04-06 07:14
357,kenapa pulsaku selalu berkurang selalu dapat sms jika tlh tjd akses internet non paket walaupun tidak ada aktivitas internet,walaupun tidak ada aktivitas internet,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-01-09 16:45
358,tidak bisa dipungkiri kalau indihome memang masih yang terbaik,tidak bisa dipungkiri kalau indihome memang masih yang terbaik,Layanan Pelanggan,Positif,Telkomsel,2025-01-31 15:27
359,keep improvee indihome and telkomsel,keep improvee indihome and telkomsel,Layanan Pelanggan,Positif,Telkomsel,2025-04-29 19:54
360,kenapa 8 tidak bisa mengecek pulsa,kenapa 8 tidak bisa mengecek pulsa,Kemudahan Akses Layanan,Negatif,Telkomsel,2025-01-12 21:16
361,nge dm tidak mengasih solusi ya allah bagaimana sih,nge dm tidak mengasih solusi ya allah bagaimana sih,Layanan Pelanggan,Negatif,Telkomsel,2025-05-07 21:19
362,kak paket combo sakti telkomsel sudah tidak ada lagi ya,kak paket combo sakti telkomsel sudah tidak ada lagi ya,Harga,Negatif,Telkomsel,2025-08-22 23:52
363,min kenapa paketan 5gb sehari dihapus ya,min kenapa paketan 5gb sehari dihapus ya,Harga,Negatif,Telkomsel,2025-06-20 19:37
364,apaan tukar poin solaria dan haagen dazs selalu habis,apaan tukar poin solaria dan haagen dazs selalu habis,Layanan Pelanggan,Negatif,Telkomsel,2025-05-04 07:32
365,paket bundling iqiyi yang 3bulan 39 0 kok sudah hilang sih min balik lagi ke harga 109 0,paket bundling iqiyi yang 3bulan 39 0 kok sudah hilang sih min balik lagi ke harga 109 0,Harga,Negatif,Telkomsel,2025-08-22 18:35
366,min kenapa sekarang indihome naik pembayaranya,min kenapa sekarang indihome naik pembayaranya,Harga,Negatif,Telkomsel,2025-08-21 16:19
367,cek dm dong min wifi sudah 2 hari tidak ada sinyal wifinya bayar tidak pernah telat,cek dm dong min wifi sudah 2 hari tidak ada sinyal wifinya bayar tidak pernah telat,Stabilitas Jaringan,Negatif,Telkomsel,2025-05-22 10:30
368,paket telkomsel tambah pelit kuota ya,paket telkomsel tambah pelit kuota ya,Harga,Negatif,Telkomsel,2025-07-03 17:17
369,kak meminta tolong dulu ya meminta tolong dulu aku sekeluarga tolong dirumahkan harga paket internet,kak meminta tolong dulu ya meminta tolong dulu aku sekeluarga tolong dirumahkan harga paket internet,Harga,Negatif,Telkomsel,2025-05-21 17:55
370,orbit daerah jakut kenapa tidak ada signal min padahal kuota ya masih banyak,orbit daerah jakut kenapa tidak ada signal min,Kecepatan Internet,Negatif,Telkomsel,2025-01-09 15:41
371,orbit daerah jakut kenapa tidak ada signal min padahal kuota ya masih banyak,padahal kuota ya masih banyak,Kecepatan Internet,Negatif,Telkomsel,2025-06-23 16:12
372,kenapa mytelkomsel saya tidak bisa tukar poin untuk undian ya,kenapa mytelkomsel saya tidak bisa tukar poin untuk undian ya,Layanan Pelanggan,Negatif,Telkomsel,2025-03-05 23:48
373,telkomsel kamu bisa kerja tidak nomor laki gue tiba2 tagihannya membengkak karena ada sms banking yang dimana sebelumnya tidak pernah ada pas di telp bilang ya dari bank mandiri tabungan di mandiri saja tidak ada sudah 2 bulan ini masalah tidak kelar2 gue tidak mau bayar sengaja biar kamu usut tuntas sampai kelar tim collection kamu telp laki gue bilang bakal blokir nomornya kalau tidak di bayar tagihannya bagaimana gue mau bayar kamu saja belum usut sampai tuntas tim kamu kagak sinkron apa telp cs tiap minggu tidak ada hasil bilangnya di proses terus bisa kerja tidak sih kamu masalah sepele begini doang gue sudah kasih bukti2 dari bank kalau gue tidak ada rekening di mandiri kurang apa lagi sih awas saja kalau sampai no laki gue ke blokir,telkomsel kamu bisa kerja tidak nomor laki gue tiba2 tagihannya membengkak,Harga,Negatif,Telkomsel,2025-10-08 08:51
374,telkomsel kamu bisa kerja tidak nomor laki gue tiba2 tagihannya membengkak karena ada sms banking yang dimana sebelumnya tidak pernah ada pas di telp bilang ya dari bank mandiri tabungan di mandiri saja tidak ada sudah 2 bulan ini masalah tidak kelar2 gue tidak mau bayar sengaja biar kamu usut tuntas sampai kelar tim collection kamu telp laki gue bilang bakal blokir nomornya kalau tidak di bayar tagihannya bagaimana gue mau bayar kamu saja belum usut sampai tuntas tim kamu kagak sinkron apa telp cs tiap minggu tidak ada hasil bilangnya di proses terus bisa kerja tidak sih kamu masalah sepele begini doang gue sudah kasih bukti2 dari bank kalau gue tidak ada rekening di mandiri kurang apa lagi sih awas saja kalau sampai no laki gue ke blokir,karena ada sms banking yang dimana sebelumnya tidak pernah ada pas di telp bilang ya dari bank mandiri tabungan di mandiri saja tidak ada sudah 2 bulan ini masalah tidak kelar2 gue tidak mau bayar sengaja biar kamu usut tuntas sampai kelar tim collection kamu telp laki gue bilang bakal blokir nomornya kalau tidak di bayar tagihannya bagaimana gue mau bayar kamu saja belum usut sampai tuntas tim kamu kagak sinkron apa telp cs tiap minggu tidak ada hasil bilangnya di proses terus bisa kerja tidak sih kamu masalah sepele begini doang gue sudah kasih bukti2 dari bank kalau gue tidak ada rekening di mandiri kurang apa lagi sih awas saja kalau sampai no laki gue ke blokir,Layanan Pelanggan,Negatif,Telkomsel,2025-12-28 19:42
375,sinyal telkomsel lagi buruk banget kualitasnya 5g tapi tidak ada apa apanya sayang banget pakai pascabayar,sinyal telkomsel lagi buruk banget kualitasnya 5g,Kecepatan Internet,Negatif,Telkomsel,2025-10-11 11:46
376,sinyal telkomsel lagi buruk banget kualitasnya 5g tapi tidak ada apa apanya sayang banget pakai pascabayar,tapi tidak ada apa apanya sayang banget pakai pascabayar,Kecepatan Internet,Negatif,Telkomsel,2025-05-01 22:18
377,provider dengan cs yang jawaban template bertahun tahun complain kendala sinyal tidak ada perubahan sama sekali jawaban cs selalu template di check team terkait selalu seperti itu tapi perubahan kualitas makin bobrok harga makin melegit harga melegit tidak masalah jika memang kualitas yang memakai sense dan baik bebenah telkomsel tidak ada perubahan sama sekali terhadap conplain customer,provider dengan cs yang jawaban template bertahun tahun complain kendala sinyal tidak ada perubahan sama sekali jawaban cs selalu template di check team terkait selalu seperti itu,Layanan Pelanggan,Negatif,Telkomsel,2025-10-09 20:25
378,provider dengan cs yang jawaban template bertahun tahun complain kendala sinyal tidak ada perubahan sama sekali jawaban cs selalu template di check team terkait selalu seperti itu tapi perubahan kualitas makin bobrok harga makin melegit harga melegit tidak masalah jika memang kualitas yang memakai sense dan baik bebenah telkomsel tidak ada perubahan sama sekali terhadap conplain customer,tapi perubahan kualitas makin bobrok harga makin melegit harga melegit tidak masalah jika memang kualitas yang memakai sense,Harga,Negatif,Telkomsel,2025-05-13 08:37
379,provider dengan cs yang jawaban template bertahun tahun complain kendala sinyal tidak ada perubahan sama sekali jawaban cs selalu template di check team terkait selalu seperti itu tapi perubahan kualitas makin bobrok harga makin melegit harga melegit tidak masalah jika memang kualitas yang memakai sense dan baik bebenah telkomsel tidak ada perubahan sama sekali terhadap conplain customer,dan baik bebenah telkomsel tidak ada perubahan sama sekali terhadap conplain customer,Layanan Pelanggan,Negatif,Telkomsel,2025-08-23 13:21
380,dear tselkomsel yth semalam beli quota 15gb 75ribu hari ini di cek quota sisa 2gb dari 7gb pas lihat harga benar kok 75ribu tapi kok ya 7gb yang tertera di aplikasi ya 75ribu lihat lagi paket ya benar kok 15gb 75ribu 30hr ta tapi ini penipuan,dear tselkomsel yth semalam beli quota 15gb 75ribu hari ini di cek quota sisa 2gb dari 7gb pas lihat harga benar kok 75ribu,Harga,Negatif,Telkomsel,2025-10-24 14:43
381,dear tselkomsel yth semalam beli quota 15gb 75ribu hari ini di cek quota sisa 2gb dari 7gb pas lihat harga benar kok 75ribu tapi kok ya 7gb yang tertera di aplikasi ya 75ribu lihat lagi paket ya benar kok 15gb 75ribu 30hr ta tapi ini penipuan,tapi kok ya 7gb yang tertera di aplikasi ya 75ribu lihat lagi paket ya benar kok 15gb 75ribu 30hr ta tapi ini penipuan,Harga,Negatif,Telkomsel,2025-05-18 22:58
382,iklan ya tolong di menghilangkan ganggu banget,iklan ya tolong di menghilangkan ganggu banget,Layanan Pelanggan,Negatif,Telkomsel,2025-05-31 18:32
383,dm kesini tidak guna tidak kasih solusi,dm kesini tidak guna tidak kasih solusi,Layanan Pelanggan,Negatif,Telkomsel,2025-10-10 12:53
384,tiap komplen tidak pernah di respon sama cs selalu sih vero bdoh yang balas,tiap komplen tidak pernah di respon sama cs selalu sih vero bdoh yang balas,Layanan Pelanggan,Negatif,Telkomsel,2025-08-22 12:18
385,ini telkomsel lagi gangguan atau bagaimana ya jaringannya,ini telkomsel lagi gangguan atau bagaimana ya jaringannya,Stabilitas Jaringan,Negatif,Telkomsel,2025-07-04 22:08
386,tidak bisa terima kode otp saat login app telkomsel tuh kenapa ya,tidak bisa terima kode otp saat login app telkomsel tuh kenapa ya,Keamanan Layanan,Negatif,Telkomsel,2025-02-24 15:46
387,min kenapa sekarang makin mahal saja perasaan baru beberapa bulan 100rb tuh 80gb malah turun jadi 45gb jauh banget turunnya,min kenapa sekarang makin mahal saja perasaan baru beberapa bulan 100rb tuh 80gb malah turun,Harga,Negatif,Telkomsel,2025-08-26 12:43
388,min kenapa sekarang makin mahal saja perasaan baru beberapa bulan 100rb tuh 80gb malah turun jadi 45gb jauh banget turunnya,jadi 45gb jauh banget turunnya,Harga,Negatif,Telkomsel,2025-09-29 17:41
